Run,serotype,antigen_formula,target_acc,biosample_acc,asm_acc,scientific_name
,,,PDT002291957.1,SAMN37544782,GCA_041036825.1,Klebsiella pneumoniae
,,,PDT000229643.2,SAMN03159330,GCA_900115525.1,Klebsiella quasipneumoniae
,,,PDT002376968.1,SAMN40910781,GCA_041869875.1,Klebsiella pneumoniae
,,,PDT002094607.1,SAMN35740209,GCA_036911795.1,Klebsiella aerogenes
,,,PDT001282368.2,SAMN22998830,GCA_022850085.1,Klebsiella pneumoniae
,,,PDT001971238.1,SAMN37358288,GCA_033336775.1,Klebsiella pneumoniae
,,,PDT000820945.1,SAMN15832087,GCA_014282625.1,Klebsiella pneumoniae
SRR26324312,,,PDT001927060.1,SAMN37733592,GCA_032720675.1,Klebsiella pneumoniae
,,,PDT002159319.1,SAMN37877911,GCA_039574505.1,Klebsiella pneumoniae
SRR19561526,,,PDT001324021.1,SAMN28668243,GCA_023672085.1,Klebsiella pneumoniae
,,,PDT002376961.1,SAMN40910789,GCA_041869545.1,Klebsiella variicola subsp. variicola
,,,PDT002031473.1,SAMN27863710,GCA_034389915.1,Klebsiella pneumoniae
SRR10991757,,,PDT000715030.1,SAMN12774439,GCA_022196305.1,Klebsiella pneumoniae
,,,PDT001758453.1,SAMN35028414,GCA_030067405.1,Klebsiella pneumoniae
,,,PDT000354604.1,SAMEA4364609,GCA_900494525.1,Klebsiella pneumoniae
,,,PDT001590388.1,SAMEA112229022,GCA_947662225.1,Klebsiella pneumoniae
,,,PDT002290924.1,SAMN37542934,GCA_041029335.1,Klebsiella pneumoniae
SRR24465934,,,PDT001726264.3,SAMN34998209,GCA_031043495.2,Klebsiella pneumoniae
,,,PDT001101105.1,SAMN20297342,GCA_019445615.1,Klebsiella pneumoniae
,,,PDT001227051.1,SAMN23526167,GCA_021517775.1,Klebsiella pneumoniae
,,,PDT001282508.2,SAMN22998691,GCA_022852885.1,Klebsiella pneumoniae
,,,PDT001782310.2,SAMN35004815,GCA_030283525.1,Klebsiella quasipneumoniae
,,,PDT000945144.2,SAMN15898408,GCA_016762315.1,Klebsiella pneumoniae
,,,PDT000801573.1,SAMN15649170,GCA_014041365.1,Klebsiella pneumoniae
SRR21884275,,,PDT001468636.1,SAMN31262926,GCA_025885595.1,Klebsiella pneumoniae
,,,PDT001485840.1,SAMN30369327,GCA_026161765.1,Klebsiella pneumoniae
DRR281093,,,PDT001214157.1,SAMD00287419,GCA_021850045.1,Klebsiella pneumoniae
,,,PDT001263662.1,SAMN25343324,GCA_022554355.1,Klebsiella pneumoniae
,,,PDT002235078.1,SAMN34137668,GCA_040406705.1,Klebsiella aerogenes
SRR14449938,,,PDT001020174.1,SAMN19016313,GCA_021958565.1,Klebsiella pneumoniae
SRR18031538,,,PDT001259856.1,SAMN25989397,GCA_022531195.1,Klebsiella pneumoniae
,,,PDT002101989.1,SAMN39949124,GCA_037050285.1,Klebsiella pneumoniae
,,,PDT000662674.1,SAMEA104414925,GCA_902703975.1,Klebsiella pneumoniae
SRR11992896,,,PDT001214402.2,SAMN14851534,GCA_025115265.1,Klebsiella pneumoniae
,,,PDT000822653.1,SAMN15832004,GCA_014286175.1,Klebsiella pneumoniae
,,,PDT002178405.1,SAMN41467369,GCA_039846065.1,Klebsiella pneumoniae
DRR281039,,,PDT001214103.1,SAMD00287365,GCA_021852935.1,Klebsiella variicola subsp. variicola
SRR12570015,,,PDT000879566.1,SAMN15813838,GCA_022055485.1,Klebsiella pneumoniae
,,,PDT000369743.1,SAMEA3538814,GCA_900509615.1,Klebsiella variicola
,,,PDT002290915.1,SAMN37542941,GCA_041029185.1,Klebsiella pneumoniae
SRR24127666,,,PDT001951711.1,SAMN34137839,GCA_032987505.1,Klebsiella pneumoniae
,,,PDT002302087.1,SAMN42390536,GCA_041077755.1,Klebsiella pneumoniae
,,,PDT002230822.1,SAMN18613598,GCA_040305865.1,Klebsiella pneumoniae
SRR27763560,,,PDT002067570.1,SAMN39259500,GCA_036472195.1,Klebsiella pneumoniae
,,,PDT002366256.1,SAMN40910485,GCA_041765285.1,Klebsiella pneumoniae
,,,PDT000370592.1,SAMEA3729675,GCA_900507735.1,Klebsiella pneumoniae
,,,PDT001151389.1,SAMN15754082,GCA_020481685.1,Klebsiella pneumoniae
SRR21710546,,,PDT001490876.1,SAMN31019403,GCA_026268345.1,Klebsiella pneumoniae
,,,PDT000369558.1,SAMEA3538547,GCA_900513855.1,Klebsiella pneumoniae
,,,PDT000662790.1,SAMEA104414891,GCA_902705115.1,Klebsiella pneumoniae
ERR10438919,,,PDT001494788.1,SAMEA111505123,GCA_026326375.1,Klebsiella pneumoniae
,,,PDT001147214.1,SAMN20500938,GCA_020294725.1,Klebsiella pneumoniae
,,,PDT000471420.1,SAMD00129518,GCA_004311005.1,Klebsiella pneumoniae
SRR5387261,,,PDT000876188.1,SAMN06438908,GCA_022061525.1,Klebsiella pneumoniae
,,,PDT002144276.1,SAMN40969017,GCA_038405855.1,Klebsiella pneumoniae
SRR5386645,,,PDT000875712.1,SAMN06438503,GCA_022069955.1,Klebsiella pneumoniae
SRR17125464,,,PDT001195982.3,SAMN23611006,GCA_021880295.3,Klebsiella pneumoniae
SRR17931073,,,PDT001250657.1,SAMN25722369,GCA_022307995.1,Klebsiella pneumoniae
SRR25279676,,,PDT001817399.1,SAMN36451959,GCA_031015265.1,Klebsiella variicola
SRR3051174,,,PDT000136195.2,SAMN04357354,GCA_022314975.1,Klebsiella pneumoniae
,,,PDT001816641.1,SAMN35882473,GCA_030441595.1,Klebsiella pneumoniae
,,,PDT002346951.1,SAMEA115955497,GCA_964253745.1,Klebsiella pneumoniae
ERR10436534,,,PDT001493900.1,SAMEA111504156,GCA_026345415.1,Klebsiella pneumoniae
ERR4421728,,,PDT000929561.1,SAMEA7130189,GCA_022026255.1,Klebsiella pneumoniae
SRR17179236,,,PDT001370467.1,SAMN23768874,GCA_024472665.1,Klebsiella variicola
SRR27847504,,,PDT002071274.1,SAMN39750202,GCA_036439735.1,Klebsiella pneumoniae
SRR20227903,,,PDT001360830.1,SAMN29767744,GCA_024293495.1,Klebsiella pneumoniae
,,,PDT000158313.2,SAMN04014845,GCA_001875045.2,Klebsiella pneumoniae
SRR16977040,,,PDT001178215.1,SAMN23286213,GCA_021897535.1,Klebsiella variicola subsp. variicola
SRR24338360,,,PDT002117155.1,SAMN34420546,GCA_037386835.1,Klebsiella pneumoniae
SRR24337918,,,PDT002116768.1,SAMN34420464,GCA_037392805.1,Klebsiella pneumoniae
,,,PDT002042396.1,SAMN38757539,GCA_034739815.1,Klebsiella pneumoniae
SRR17302604,,,PDT001243888.1,SAMN24018813,GCA_022156925.1,Klebsiella pneumoniae
SRR24338371,,,PDT002117163.1,SAMN34420535,GCA_037391855.1,Klebsiella pneumoniae
,,,PDT001141303.1,SAMEA7746300,GCA_916164075.1,Klebsiella pneumoniae
,,,PDT000663180.1,SAMEA3721140,GCA_902155925.1,Klebsiella pneumoniae
,,,PDT001766323.1,SAMN33387094,GCA_030133385.1,Klebsiella aerogenes
ERR10669671,,,PDT001585508.1,SAMEA112228908,GCA_028091535.1,Klebsiella pneumoniae
SRR17179098,,,PDT001370338.1,SAMN23768705,GCA_024476585.1,Klebsiella pneumoniae
,,,PDT002102018.1,SAMN39949097,GCA_037050855.1,Klebsiella pneumoniae
SRR18212655,,,PDT001257850.3,SAMN26417627,GCA_022471975.3,Klebsiella pneumoniae
DRR386233,,,PDT001702096.1,SAMD00497729,GCA_031071085.1,Klebsiella quasipneumoniae subsp. similipneumoniae
SRR7160699,,,PDT000869705.1,SAMN09205477,GCA_022142405.1,Klebsiella pneumoniae
SRR14861774,,,PDT001078599.1,SAMN19729973,GCA_021937235.1,Klebsiella pneumoniae
,,,PDT001576693.1,SAMN31809020,GCA_027672835.1,Klebsiella pneumoniae
,,,PDT002299607.1,SAMN42912227,GCA_041061545.1,Klebsiella pneumoniae
SRR25176860,,,PDT001810401.1,SAMN36340834,GCA_031016245.1,Klebsiella aerogenes
,,,PDT000369687.1,SAMEA3538741,GCA_900516175.1,Klebsiella pneumoniae
,,,PDT001665191.1,SAMN30637403,GCA_029291705.1,Klebsiella pneumoniae
SRR27049473,,,PDT002016541.1,SAMN38448695,GCA_034153345.1,Klebsiella pneumoniae
,,,PDT001137000.1,SAMN12212316,GCA_020115595.1,Klebsiella pneumoniae
ERR1415553,,,PDT000427608.1,SAMEA3720928,GCA_022288335.1,Klebsiella pneumoniae
SRR25522574,,,PDT001840034.1,SAMN36840960,GCA_031010615.1,Klebsiella pneumoniae
,,,PDT001981579.1,SAMN38081496,GCA_033540855.1,Klebsiella pneumoniae
,,,PDT000782342.2,SAMN11514673,GCA_013378215.1,Klebsiella pneumoniae
SRR23048603,,,PDT001580433.1,SAMN32676111,GCA_027949485.1,Klebsiella pneumoniae
,,,PDT002291023.1,SAMN37542832,GCA_041031345.1,Klebsiella pneumoniae
SRR14348047,,,PDT001042180.1,SAMN18913916,GCA_021943955.1,Klebsiella pneumoniae subsp. pneumoniae
ERR4022910,,,PDT000723821.1,SAMEA5049138,GCA_022183825.1,Klebsiella pneumoniae
ERR10321610,,,PDT001467871.1,SAMEA111435802,GCA_025879325.1,Klebsiella pneumoniae
ERR6293865,,,PDT001091997.1,SAMEA8948401,GCA_021923905.1,Klebsiella pneumoniae
,,,PDT000489664.1,SAMEA104567885,GCA_900774235.1,Klebsiella pneumoniae
SRR24338239,,,PDT002117048.1,SAMN34420740,GCA_037395915.1,Klebsiella pneumoniae
ERR3931974,,,PDT000708364.1,SAMEA5050101,GCA_022198985.1,Klebsiella pneumoniae
SRR16078964,,,PDT001307854.1,SAMN21590701,GCA_023458295.1,Klebsiella pneumoniae
SRR5385968,,,PDT000875027.1,SAMN06438706,GCA_022082415.1,Klebsiella pneumoniae
,,,PDT001078322.1,SAMN19778273,GCA_019048885.1,Klebsiella aerogenes
,,,PDT000495927.1,SAMN11399326,GCA_004830945.1,Klebsiella pneumoniae subsp. pneumoniae
,,,PDT000489740.1,SAMEA104567782,GCA_900775005.1,Klebsiella pneumoniae
,,,PDT001353216.1,SAMN28818456,GCA_024136725.1,Klebsiella pneumoniae
SRR19743801,,,PDT001558044.1,SAMN29188186,GCA_027866025.1,Klebsiella pneumoniae
ERR10691961,,,PDT001551544.1,SAMEA112251243,GCA_027908575.1,Klebsiella pneumoniae
,,,PDT002160547.1,SAMN40976325,GCA_039608135.1,Klebsiella pneumoniae
SRR12509262,,,PDT000858407.1,SAMN15868397,GCA_022150945.1,Klebsiella pneumoniae
SRR26402181,,,PDT001958793.1,SAMN37851048,GCA_033116855.1,Klebsiella pneumoniae
ERR4367680,,,PDT001094907.1,SAMEA7077351,GCA_021908355.1,Klebsiella pneumoniae
SRR26542851,,,PDT001955162.2,SAMN38015831,GCA_033193435.2,Klebsiella pneumoniae
,,,PDT002379207.1,SAMN40910536,GCA_041889855.1,Klebsiella quasipneumoniae subsp. quasipneumoniae
,,,PDT000413596.1,SAMN10439712,GCA_003855555.1,Klebsiella pneumoniae
,,,PDT001865969.1,SAMN36972394,GCA_030912045.1,Klebsiella pneumoniae
ERR6293757,,,PDT001091833.1,SAMEA8948327,GCA_021926425.1,Klebsiella pneumoniae
SRR10991677,,,PDT000714950.1,SAMN12774359,GCA_022197745.1,Klebsiella pneumoniae
DRR388234,,,PDT001702612.1,SAMD00499730,GCA_030821505.1,Klebsiella pneumoniae subsp. ozaenae
,,,PDT000567283.1,SAMN10849837,GCA_007995495.1,Klebsiella pneumoniae
SRR19090196,,,PDT001299624.2,SAMN26976474,GCA_023315495.2,Klebsiella pneumoniae
,,,PDT000492466.1,SAMEA4425276,GCA_900977875.1,Klebsiella quasipneumoniae subsp. similipneumoniae
,,,PDT001820171.1,SAMEA113574961,GCA_956457395.1,Klebsiella pneumoniae
SRR14449539,,,PDT001019775.1,SAMN19016211,GCA_021966575.1,Klebsiella pneumoniae
SRR19442692,,,PDT001317658.1,SAMN28744506,GCA_023592945.1,Klebsiella pneumoniae
SRR13081113,,,PDT000892795.3,SAMN16828085,GCA_022042755.2,Klebsiella pneumoniae
SRR5386270,,,PDT000875348.1,SAMN06437335,GCA_022077525.1,Klebsiella pneumoniae
SRR9029107,,,PDT000538175.1,SAMN11604490,GCA_022332545.1,Klebsiella pneumoniae
ERR4367492,,,PDT001094719.1,SAMEA7077163,GCA_021912465.1,Klebsiella quasipneumoniae subsp. quasipneumoniae
,,,PDT001971262.1,SAMN37358267,GCA_033337245.1,Klebsiella pneumoniae
,,,PDT001861498.1,SAMEA113934682,GCA_956482885.1,Klebsiella pneumoniae
SRR2033784,,,PDT000065115.4,SAMN03657219,GCA_022316845.1,Klebsiella pneumoniae
,,,PDT000639210.1,SAMN13241555,GCA_009722465.1,Klebsiella pneumoniae
,,,PDT000050368.1,SAMEA3140027,GCA_000826605.1,Klebsiella pneumoniae
SRR24332239,,,PDT001708704.3,SAMN34415823,GCA_031038535.2,Klebsiella pneumoniae
SRR17179166,,,PDT001370405.1,SAMN23768897,GCA_024472745.1,Klebsiella pneumoniae
,,,PDT000318241.1,SAMEA4646297,GCA_900407025.1,Klebsiella pneumoniae
SRR15695954,,,PDT001288586.1,SAMN20967115,GCA_023036615.1,Klebsiella pneumoniae
ERR3063439,,,PDT000535642.1,SAMEA5226271,GCA_022328225.1,Klebsiella pneumoniae
SRR27049636,,,PDT002016690.1,SAMN38448869,GCA_034155025.1,Klebsiella pneumoniae
SRR10991940,,,PDT000715213.1,SAMN12774053,GCA_022193265.1,Klebsiella pneumoniae
ERR9941306,,,PDT001396417.1,SAMEA110350092,GCA_024887295.1,Klebsiella pneumoniae
ERR9941317,,,PDT001396428.1,SAMEA110350103,GCA_024887115.1,Klebsiella pneumoniae
,,,PDT001388530.1,SAMN27744811,GCA_024652205.1,Klebsiella pneumoniae subsp. pneumoniae
SRR14935850,,,PDT001286189.1,SAMN19855110,GCA_022985435.1,Klebsiella pneumoniae
,,,PDT002292318.1,SAMN37544448,GCA_041043465.1,Klebsiella pneumoniae
,,,PDT000370062.1,SAMEA3649853,GCA_900501695.1,Klebsiella pneumoniae
,,,PDT001167943.1,SAMN21242948,GCA_020731345.1,Klebsiella pneumoniae
,,,PDT001137036.1,SAMN12212242,GCA_020118115.1,Klebsiella pneumoniae
ERR5056586,,,PDT001011517.1,SAMEA7773882,GCA_021975735.1,Klebsiella pneumoniae
,,,PDT001391490.1,SAMN29787418,GCA_024703505.1,Klebsiella pneumoniae
SRR11993004,,,PDT001214437.1,SAMN14851656,GCA_025071495.1,Klebsiella pneumoniae
SRR20742672,,,PDT001382088.1,SAMN29714558,GCA_024671485.1,Klebsiella pneumoniae
SRR17303553,,,PDT001244210.1,SAMN24021164,GCA_022120315.1,Klebsiella pneumoniae
,,,PDT001716500.1,SAMN28546473,GCA_029915185.1,Klebsiella pneumoniae
,,,PDT002031705.1,SAMN27864359,GCA_034395155.1,Klebsiella pneumoniae
SRR15348086,,,PDT001197024.1,SAMN20566093,GCA_021877935.1,Klebsiella pneumoniae
,,,PDT000709989.1,SAMN14277879,GCA_011365985.1,Klebsiella quasipneumoniae subsp. similipneumoniae
DRR150605,,,PDT001003302.1,SAMD00138060,GCA_021984435.1,Klebsiella pneumoniae
SRR23498748,,,PDT001617424.3,SAMN33326799,GCA_028671675.3,Klebsiella pneumoniae
,,,PDT002038589.1,SAMN37664900,GCA_034492025.1,Klebsiella pneumoniae
SRR24673235,,,PDT001744121.2,SAMN35159652,GCA_031046455.2,Klebsiella pneumoniae
,,,PDT000304541.1,SAMN08624688,GCA_003037795.1,Klebsiella pneumoniae
,,,PDT000712238.1,SAMN14372988,GCA_011604725.1,Klebsiella aerogenes
,,,PDT002031459.1,SAMN27863723,GCA_034389635.1,Klebsiella quasipneumoniae
,,,PDT000941686.1,SAMN10353759,GCA_016751275.1,Klebsiella pneumoniae
SRR26401991,,,PDT001958603.1,SAMN37851076,GCA_033120765.1,Klebsiella pneumoniae
,,,PDT001771677.2,SAMN32721567,GCA_030186855.2,Klebsiella pneumoniae
SRR16133929,,,PDT001143439.5,SAMN21919092,GCA_021904615.4,Klebsiella pneumoniae
,,,PDT000276113.1,SAMN07609134,GCA_002852575.1,Klebsiella pneumoniae subsp. pneumoniae
,,,PDT001283105.1,SAMN23224554,GCA_022864825.1,Klebsiella pneumoniae
,,,PDT002042493.1,SAMN38758437,GCA_034741775.1,Klebsiella variicola
SRR14673381,,,PDT001049034.1,SAMN18720521,GCA_021941615.1,Klebsiella pneumoniae
,,,PDT001949316.2,SAMN29023393,GCA_032873635.2,Klebsiella pneumoniae
,,,PDT000783432.1,SAMN15375861,GCA_013389225.1,Klebsiella pneumoniae
SRR13130560,,,PDT000897962.3,SAMN16895813,GCA_022037435.3,Klebsiella pneumoniae
SRR5386367,,,PDT000875445.1,SAMN06437238,GCA_022075925.1,Klebsiella pneumoniae
,,,PDT002299616.1,SAMN42912229,GCA_041061725.1,Klebsiella pneumoniae
,,,PDT002160583.1,SAMN40976289,GCA_039608855.1,Klebsiella pneumoniae
,,,PDT001716425.1,SAMN34209564,GCA_029913605.1,Klebsiella pneumoniae
ERR1216988,,,PDT000427038.1,SAMEA3512069,GCA_022292695.1,Klebsiella pneumoniae
SRR11622556,,,PDT001411048.1,SAMN14649970,GCA_025117105.1,Klebsiella pneumoniae
,,,PDT001185245.2,SAMEA8158466,GCA_905335555.2,Klebsiella pneumoniae
,,,PDT001137043.1,SAMN12212219,GCA_020118515.1,Klebsiella variicola
SRR16977024,,,PDT001178200.1,SAMN23286228,GCA_021897835.1,Klebsiella variicola subsp. variicola
SRR30484474,,,PDT002345522.1,SAMN43422601,GCA_041696495.1,Klebsiella pneumoniae
SRR26324290,,,PDT001927039.1,SAMN37733549,GCA_032721255.1,Klebsiella pneumoniae
,,,PDT001766243.1,SAMN34196736,GCA_030135765.1,Klebsiella pneumoniae
ERR6140579,,,PDT001095162.1,SAMEA8946504,GCA_022098595.1,Klebsiella pneumoniae
,,,PDT000369087.1,SAMEA3499876,GCA_900509975.1,Klebsiella pneumoniae
,,,PDT001185005.2,SAMEA7853243,GCA_905218965.2,Klebsiella pneumoniae
SRR17179259,,,PDT001370486.1,SAMN23768858,GCA_024456095.1,Klebsiella variicola
SRR5386884,,,PDT000875933.1,SAMN06437120,GCA_022065905.1,Klebsiella pneumoniae
,,,PDT001488426.1,SAMN28408384,GCA_026197755.1,Klebsiella pneumoniae
,,,PDT002040266.1,SAMN37746766,GCA_034651895.1,Klebsiella pneumoniae
SRR18175725,,,PDT001256207.1,SAMN26101419,GCA_022429725.1,Klebsiella pneumoniae
,,,PDT002017418.1,SAMN37347877,GCA_034082975.1,Klebsiella pneumoniae
ERR10922565,,,PDT001959148.1,SAMEA112661780,GCA_033109545.1,Klebsiella pneumoniae
,,,PDT000131242.1,SAMN03076168,GCA_001647455.1,Klebsiella pneumoniae
,,,PDT001485844.1,SAMN30369326,GCA_026161825.1,Klebsiella pneumoniae
,,,PDT002100077.1,SAMN39724761,GCA_037024235.1,Klebsiella pneumoniae
SRR26402243,,,PDT001958855.1,SAMN37850992,GCA_033115535.1,Klebsiella pneumoniae
,,,PDT002042164.1,SAMN38757769,GCA_034735135.1,Klebsiella pneumoniae
,,,PDT000131450.1,SAMEA2273585,GCA_900084945.1,Klebsiella pneumoniae
SRR30299970,,,PDT002329407.1,SAMN43261629,GCA_041372455.1,Klebsiella pneumoniae
SRR12570050,,,PDT000879601.1,SAMN15813817,GCA_022055045.1,Klebsiella pneumoniae
SRR17644266,,,PDT001366212.1,SAMN25041855,GCA_024433515.1,Klebsiella pneumoniae
ERR3891037,,,PDT000715668.1,SAMEA6531300,GCA_022188265.1,Klebsiella pneumoniae
SRR18207186,,,PDT001261234.1,SAMN26366727,GCA_022499905.1,Klebsiella pneumoniae
,,,PDT001052718.1,SAMN19107293,GCA_018583225.1,Klebsiella pneumoniae
SRR5387253,,,PDT000876180.1,SAMN06438916,GCA_022061705.1,Klebsiella pneumoniae
SRR18175604,,,PDT001256086.1,SAMN26101576,GCA_022431665.1,Klebsiella pneumoniae
,,,PDT001921747.1,SAMN37608189,GCA_032461135.1,Klebsiella pneumoniae
,,,PDT000429870.1,SAMN08178171,GCA_003988985.1,Klebsiella variicola
SRR7371347,,,PDT000538623.1,SAMN09460085,GCA_022355205.1,Klebsiella pneumoniae
ERR7672061,,,PDT001208150.1,SAMEA11577398,GCA_021864065.1,Klebsiella pneumoniae
SRR29397560,,,PDT002203480.1,SAMN41817675,GCA_040170265.1,Klebsiella pneumoniae
,,,PDT001982239.1,SAMN09842399,GCA_033550085.1,Klebsiella pneumoniae
SRR11992954,,,PDT001214424.2,SAMN14851500,GCA_025104585.1,Klebsiella pneumoniae
,,,PDT000932780.1,SAMN12109461,GCA_016614345.1,Klebsiella pneumoniae
SRR18031552,,,PDT001259870.1,SAMN25989412,GCA_022521205.1,Klebsiella pneumoniae
,,,PDT000880764.1,SAMN14411773,GCA_015239295.1,Klebsiella pneumoniae
SRR23048605,,,PDT001580435.1,SAMN32676109,GCA_027949505.1,Klebsiella pneumoniae
,,,PDT000369410.1,SAMEA3515186,GCA_900509275.1,Klebsiella quasipneumoniae
,,,PDT001251565.1,SAMN15649126,GCA_022341645.1,Klebsiella pneumoniae
SRR18209136,,,PDT001289460.1,SAMN26369090,GCA_023028365.1,Klebsiella pneumoniae
,,,PDT002029960.1,SAMN27863871,GCA_034363845.1,Klebsiella pneumoniae
,,,PDT002291140.1,SAMN37542716,GCA_041033685.1,Klebsiella pneumoniae
SRR6505413,,,PDT000536679.1,SAMN08382729,GCA_022322765.1,Klebsiella pneumoniae
,,,PDT000957105.1,SAMN09981202,GCA_016881585.1,Klebsiella pneumoniae
ERR024854,,,PDT000437102.1,SAMEA882073,GCA_022260415.1,Klebsiella pneumoniae
,,,PDT002098718.1,SAMN36888146,GCA_036993545.1,Klebsiella pneumoniae
ERR10669651,,,PDT001585417.1,SAMEA112228888,GCA_028094395.1,Klebsiella pneumoniae
SRR17883844,,,PDT001286535.1,SAMN25649705,GCA_022985235.1,Klebsiella pneumoniae
,,,PDT001349607.1,SAMN14766569,GCA_023955405.1,Klebsiella aerogenes
SRR1561199,,,PDT000193197.2,SAMN02927709,GCA_022305095.1,Klebsiella pneumoniae
,,,PDT002074700.1,SAMN35640681,GCA_036452035.1,Klebsiella pneumoniae
,,,PDT001676541.1,SAMN26241657,GCA_029526275.1,Klebsiella pneumoniae
DRR387511,,,PDT001704250.1,SAMD00499007,GCA_034686065.1,Klebsiella aerogenes
SRR17644163,,,PDT001366109.1,SAMN25041754,GCA_024437915.1,Klebsiella quasipneumoniae subsp. similipneumoniae
,,,PDT000663022.1,SAMEA6099592,GCA_902509045.1,Klebsiella pneumoniae
SRR22710446,,,PDT001525292.3,SAMN32192652,GCA_026888295.3,Klebsiella pneumoniae
ERR3063474,,,PDT000535677.1,SAMEA5226306,GCA_022327985.1,Klebsiella pneumoniae
,,,PDT000914434.1,SAMN16776142,GCA_016054825.1,Klebsiella pneumoniae
,,,PDT002140353.1,SAMN40650272,GCA_038149245.1,Klebsiella pneumoniae
,,,PDT001861533.1,SAMEA113934717,GCA_956478245.1,Klebsiella pneumoniae
,,,PDT000369477.2,SAMEA3538442,GCA_900511975.2,Klebsiella pneumoniae
SRR19952171,,,PDT001558360.1,SAMN29478276,GCA_027610785.1,Klebsiella pneumoniae
,,,PDT001865863.1,SAMN36972508,GCA_030909845.1,Klebsiella pneumoniae
ERR11578660,,,PDT001903056.1,SAMEA113605874,GCA_032136695.1,Klebsiella pneumoniae
SRR18893693,,,PDT001292974.3,SAMN27740710,GCA_023118595.3,Klebsiella pneumoniae
SRR17308960,,,PDT001227782.1,SAMN24297283,GCA_021778175.1,Klebsiella pneumoniae
,,,PDT000158323.1,SAMN05272522,GCA_001876675.1,Klebsiella pneumoniae
,,,PDT000319051.1,SAMN08378541,GCA_003143735.1,Klebsiella pneumoniae
,,,PDT001716414.1,SAMN34209637,GCA_029913385.1,Klebsiella pneumoniae
SRR5931355,,,PDT001097495.1,SAMN07503070,GCA_022097455.1,Klebsiella pneumoniae
,,,PDT001099774.1,SAMN13563932,GCA_019401025.1,Klebsiella pneumoniae
,,,PDT000852512.1,SAMN14967638,GCA_014833755.1,Klebsiella pneumoniae
ERR12319958,,,PDT002029056.1,SAMEA114714398,GCA_034408165.1,Klebsiella pneumoniae
,,,PDT001388560.1,SAMN30160479,GCA_024652825.1,Klebsiella pneumoniae
,,,PDT001416186.1,SAMN26554090,GCA_025153425.1,Klebsiella pneumoniae
SRR25569098,,,PDT001844775.2,SAMN36888269,GCA_031010125.2,Klebsiella pneumoniae
,,,PDT000896241.1,SAMN15345005,GCA_015643705.1,Klebsiella pneumoniae
,,,PDT002017389.1,SAMN37347906,GCA_034082385.1,Klebsiella pneumoniae
,,,PDT002038591.1,SAMN37664901,GCA_034492065.1,Klebsiella pneumoniae
ERR10922037,,,PDT001959140.1,SAMEA112661767,GCA_033109625.1,Klebsiella pneumoniae
,,,PDT000131559.1,SAMEA2273652,GCA_900086205.1,Klebsiella pneumoniae
