Run,serotype,antigen_formula,target_acc,biosample_acc,asm_acc,scientific_name
,,,PDT002077924.1,SAMN32745704,GCA_036553165.1,Pseudomonas aeruginosa
,,,PDT001020840.1,SAMN16132411,GCA_018279245.1,Pseudomonas aeruginosa
,,,PDT001832225.1,SAMEA113581085,GCA_954773995.1,Pseudomonas aeruginosa
,,,PDT002027689.1,SAMEA114325574,GCA_963436765.1,Pseudomonas aeruginosa
ERR8050606,,,PDT001371363.1,SAMEA12339074,GCA_024542335.1,Pseudomonas aeruginosa
,,,PDT000243197.1,SAMN07504807,GCA_002330275.1,Pseudomonas aeruginosa
,,,PDT002075473.1,SAMN32745692,GCA_036529555.1,Pseudomonas aeruginosa
,,,PDT001413312.1,SAMN30618253,GCA_025107025.1,Pseudomonas aeruginosa
SRR13158548,,,PDT000899166.3,SAMN16940078,GCA_021665935.3,Pseudomonas aeruginosa
,,,PDT001024394.1,SAMN17674254,GCA_018341675.1,Pseudomonas aeruginosa
,,,PDT000460163.1,SAMN10822013,GCA_004123415.1,Pseudomonas aeruginosa
,,,PDT000972518.1,SAMN17864792,GCA_016922775.1,Pseudomonas aeruginosa
,,,PDT001113318.1,SAMN16578944,GCA_019686595.1,Pseudomonas aeruginosa
,,,PDT001451086.1,SAMN30287930,GCA_025661135.1,Pseudomonas aeruginosa
SRR27877015,,,PDT002072515.1,SAMN39833226,GCA_036411955.1,Pseudomonas aeruginosa
,,,PDT000933074.1,SAMN13075201,GCA_016622445.1,Pseudomonas aeruginosa
,,,PDT002021101.1,SAMEA114324637,GCA_963432945.1,Pseudomonas aeruginosa
,,,PDT000904111.1,SAMN10435947,GCA_015737505.1,Pseudomonas aeruginosa
,,,PDT001894119.1,SAMN37404447,GCA_031822615.1,Pseudomonas aeruginosa
ERR8050641,,,PDT001362028.1,SAMEA12339109,GCA_024303245.1,Pseudomonas aeruginosa
,,,PDT001346741.1,SAMN11339272,GCA_023905445.1,Pseudomonas aeruginosa
SRR26897712,,,PDT001993714.1,SAMN38342382,GCA_033894705.1,Pseudomonas aeruginosa
SRR22564890,,,PDT001516061.3,SAMN32093406,GCA_026731635.3,Pseudomonas aeruginosa
SRR15711083,,,PDT001816234.1,SAMN21212333,GCA_032529205.1,Pseudomonas aeruginosa
,,,PDT002223269.2,SAMN34218544,GCA_040257255.1,Pseudomonas aeruginosa
,,,PDT001000601.1,SAMN16132412,GCA_017693465.1,Pseudomonas aeruginosa
,,,PDT000429950.1,SAMN10478514,GCA_003974945.1,Pseudomonas aeruginosa
,,,PDT000096273.1,SAMN04128497,GCA_001449365.1,Pseudomonas aeruginosa
,,,PDT002023510.1,SAMEA114323373,GCA_963452385.1,Pseudomonas aeruginosa
SRR9842340,,,PDT001668323.1,SAMN12369827,GCA_029400115.1,Pseudomonas aeruginosa
,,,PDT001163800.1,SAMN22048414,GCA_020640765.1,Pseudomonas aeruginosa
,,,PDT001894064.1,SAMN34577359,GCA_031733595.1,Pseudomonas aeruginosa
,,,PDT001016905.1,SAMN17065252,GCA_018141625.1,Pseudomonas aeruginosa
,,,PDT001238263.1,SAMN25248194,GCA_021891755.1,Pseudomonas aeruginosa
,,,PDT000923292.1,SAMN16982756,GCA_016338865.1,Pseudomonas aeruginosa
ERR369856,,,PDT000754102.1,SAMEA2155449,GCA_021687455.1,Pseudomonas aeruginosa
SRR6048102,,,PDT000768068.1,SAMN07661419,GCA_021679895.1,Pseudomonas aeruginosa
,,,PDT001611699.1,SAMN32164148,GCA_028568385.1,Pseudomonas aeruginosa
,,,PDT000903904.1,SAMN10436154,GCA_015733355.1,Pseudomonas aeruginosa
,,,PDT001257083.1,SAMN25330458,GCA_022422545.1,Pseudomonas aeruginosa
SRR11468196,,,PDT000753587.1,SAMN14523592,GCA_021695615.1,Pseudomonas aeruginosa
,,,PDT000096389.1,SAMN04128609,GCA_001451685.1,Pseudomonas aeruginosa
SRR13214963,,,PDT001210080.1,SAMN17024860,GCA_021599925.1,Pseudomonas aeruginosa
SRR9842230,,,PDT001668214.1,SAMN12369742,GCA_029398855.1,Pseudomonas aeruginosa
,,,PDT000795069.1,SAMN14160420,GCA_013433895.1,Pseudomonas aeruginosa
,,,PDT001395274.2,SAMN29441901,GCA_024717035.1,Pseudomonas aeruginosa
SRR20700911,,,PDT001373671.3,SAMN30031170,GCA_024537655.3,Pseudomonas aeruginosa
ERR369914,,,PDT000754160.1,SAMEA2147168,GCA_021686055.1,Pseudomonas aeruginosa
SRR25449488,,,PDT001831918.2,SAMN36730853,GCA_032321075.2,Pseudomonas aeruginosa
,,,PDT001877370.1,SAMN36867583,GCA_031205275.1,Pseudomonas aeruginosa
,,,PDT001707115.1,SAMN11241341,GCA_029871045.1,Pseudomonas aeruginosa
SRR4097548,,,PDT001363756.1,SAMN04914379,GCA_024352265.1,Pseudomonas aeruginosa
,,,PDT002160795.1,SAMN41002419,GCA_039612455.1,Pseudomonas aeruginosa
,,,PDT002023220.1,SAMEA114323160,GCA_963434815.1,Pseudomonas aeruginosa
,,,PDT000392079.1,SAMN09478001,GCA_003633015.1,Pseudomonas aeruginosa
SRR18768089,,,PDT001343797.1,SAMN27565835,GCA_023960535.1,Pseudomonas aeruginosa
,,,PDT000045105.1,SAMN03105733,GCA_000789645.1,Pseudomonas aeruginosa
,,,PDT000483647.1,SAMEA5312792,GCA_900707925.1,Pseudomonas aeruginosa
SRR15098240,,,PDT001087569.1,SAMN20032885,GCA_021658315.1,Pseudomonas aeruginosa
,,,PDT000018469.2,SAMN02360700,GCA_000481145.1,Pseudomonas aeruginosa BWHPSA028
,,,PDT000904043.1,SAMN10436015,GCA_015736155.1,Pseudomonas aeruginosa
DRR021833,,,PDT000771061.1,SAMD00019072,GCA_021674795.1,Pseudomonas aeruginosa
,,,PDT001349618.1,SAMN26853092,GCA_023927525.1,Pseudomonas aeruginosa
,,,PDT001346764.1,SAMN11339249,GCA_023905875.1,Pseudomonas aeruginosa
,,,PDT001611705.1,SAMN32164143,GCA_028568515.1,Pseudomonas aeruginosa
,,,PDT001514312.1,SAMN31874980,GCA_026623305.1,Pseudomonas aeruginosa
,,,PDT000411549.1,SAMN07424221,GCA_003833765.1,Pseudomonas aeruginosa
,,,PDT000023879.1,SAMN02952973,GCA_000590905.1,Pseudomonas aeruginosa MW3a
SRR19575537,,,PDT001684638.1,SAMN28904900,GCA_029629185.1,Pseudomonas aeruginosa
,,,PDT002030265.1,SAMEA114323809,GCA_963430785.1,Pseudomonas aeruginosa
SRR25426423,,,PDT001828986.2,SAMN36696483,GCA_031787935.1,Pseudomonas aeruginosa
,,,PDT001852512.1,SAMN33777767,GCA_030738305.1,Pseudomonas aeruginosa
,,,PDT001238276.1,SAMN25271429,GCA_021892005.1,Pseudomonas aeruginosa
SRR13414662,,,PDT001222066.1,SAMN17290554,GCA_021587285.1,Pseudomonas aeruginosa
SRR26898156,,,PDT001994193.1,SAMN38342444,GCA_033889765.1,Pseudomonas aeruginosa
,,,PDT000915734.1,SAMN12220633,GCA_016012695.1,Pseudomonas aeruginosa
SRR26754957,,,PDT002064907.1,SAMN38180899,GCA_036485755.1,Pseudomonas aeruginosa
,,,PDT001889277.1,SAMN37285040,GCA_031580635.1,Pseudomonas aeruginosa
,,,PDT000096477.1,SAMN04128642,GCA_001453415.1,Pseudomonas aeruginosa
ERR369915,,,PDT000754161.1,SAMEA2163347,GCA_021686075.1,Pseudomonas aeruginosa
,,,PDT000663342.1,SAMN13577965,GCA_009800105.1,Pseudomonas aeruginosa
SRR18767919,,,PDT001343627.1,SAMN27565662,GCA_023964435.1,Pseudomonas aeruginosa
,,,PDT001682397.1,SAMN25231141,GCA_029603745.1,Pseudomonas aeruginosa
,,,PDT001347148.1,SAMN11338916,GCA_023912935.1,Pseudomonas aeruginosa
,,,PDT002275260.1,SAMN42232247,GCA_040931635.1,Pseudomonas aeruginosa
,,,PDT001395450.2,SAMN29441781,GCA_024720605.1,Pseudomonas aeruginosa
,,,PDT001776115.1,SAMN35311984,GCA_030252465.1,Pseudomonas aeruginosa
SRR17226294,,,PDT001346087.1,SAMN24018476,GCA_023924145.1,Pseudomonas aeruginosa
SRR26898257,,,PDT001994277.1,SAMN38343015,GCA_033888105.1,Pseudomonas aeruginosa
,,,PDT000165105.1,SAMN05272439,GCA_001765725.1,Pseudomonas aeruginosa
ERR3611254,,,PDT000769055.1,SAMEA6107810,GCA_021677535.1,Pseudomonas aeruginosa
,,,PDT001898058.1,SAMN34576075,GCA_031850595.1,Pseudomonas aeruginosa
,,,PDT002030275.1,SAMEA114323825,GCA_963433895.1,Pseudomonas aeruginosa
ERR363776,,,PDT000753967.1,SAMEA2161164,GCA_021693555.1,Pseudomonas aeruginosa
,,,PDT000482936.1,SAMN10478384,GCA_004370995.1,Pseudomonas aeruginosa
SRR12301191,,,PDT001363019.1,SAMN15616740,GCA_024319155.1,Pseudomonas aeruginosa
,,,PDT000096267.1,SAMN04128487,GCA_001449245.1,Pseudomonas aeruginosa
,,,PDT001897993.1,SAMN34576142,GCA_031849335.1,Pseudomonas aeruginosa
,,,PDT000173122.1,SAMEA2357617,GCA_900147405.1,Pseudomonas aeruginosa
,,,PDT000540482.1,SAMN12162684,GCA_006704785.1,Pseudomonas aeruginosa
,,,PDT000595602.1,SAMEA5693821,GCA_902203595.1,Pseudomonas aeruginosa
SRR18768070,,,PDT001343778.1,SAMN27566142,GCA_023960875.1,Pseudomonas aeruginosa
,,,PDT002028833.1,SAMEA114325707,GCA_963439355.1,Pseudomonas aeruginosa
SRR25177927,,,PDT001810491.1,SAMN36342679,GCA_032641625.1,Pseudomonas aeruginosa
,,,PDT000092617.1,SAMN04129507,GCA_001414155.1,Pseudomonas aeruginosa
,,,PDT001981703.1,SAMN38075114,GCA_033542015.1,Pseudomonas aeruginosa
DRR514130,,,PDT002042618.1,SAMD00658297,GCA_034817985.1,Pseudomonas aeruginosa
,,,PDT000411637.1,SAMN07424166,GCA_003835525.1,Pseudomonas aeruginosa
,,,PDT001414042.1,SAMN30618128,GCA_025131395.1,Pseudomonas aeruginosa
,,,PDT001185451.1,SAMN19189631,GCA_020905615.1,Pseudomonas aeruginosa
SRR18249636,,,PDT001683883.1,SAMN26350850,GCA_029639485.1,Pseudomonas aeruginosa
,,,PDT000915625.1,SAMN13622191,GCA_016010515.1,Pseudomonas aeruginosa
DRR514253,,,PDT002042741.1,SAMD00658420,GCA_034815425.1,Pseudomonas aeruginosa
,,,PDT002023375.1,SAMEA114323781,GCA_963445345.1,Pseudomonas aeruginosa
SRR11924042,,,PDT001342725.1,SAMN15099845,GCA_023992075.1,Pseudomonas aeruginosa
SRR18249722,,,PDT001683969.1,SAMN26350873,GCA_029637985.1,Pseudomonas aeruginosa
,,,PDT000045214.1,SAMN03105661,GCA_000791825.1,Pseudomonas aeruginosa
,,,PDT002027433.1,SAMEA114324927,GCA_963428475.1,Pseudomonas aeruginosa
,,,PDT001901233.1,SAMN37432759,GCA_031854305.1,Pseudomonas aeruginosa
SRR12286495,,,PDT000866175.1,SAMN15599147,GCA_021668355.1,Pseudomonas aeruginosa
SRR13414619,,,PDT001222023.1,SAMN17290609,GCA_021588165.1,Pseudomonas aeruginosa
,,,PDT000915762.1,SAMN12220608,GCA_016089595.1,Pseudomonas aeruginosa
,,,PDT000208916.1,SAMN06689828,GCA_002134985.1,Pseudomonas aeruginosa
SRR21985584,,,PDT001456782.1,SAMN31388730,GCA_025778435.1,Pseudomonas aeruginosa
ERR2397242,,,PDT000424270.1,SAMEA38602168,GCA_021710215.1,Pseudomonas aeruginosa
SRR20700855,,,PDT001373615.1,SAMN30031221,GCA_024533695.1,Pseudomonas aeruginosa
,,,PDT000923406.1,SAMN16982627,GCA_016341145.1,Pseudomonas aeruginosa
,,,PDT002152218.1,SAMN37505499,GCA_038759815.1,Pseudomonas aeruginosa
ERR382113,,,PDT000754235.1,SAMEA2175136,GCA_021684315.1,Pseudomonas aeruginosa
SRR8737406,,,PDT001346490.1,SAMN11110695,GCA_023936245.1,Pseudomonas aeruginosa
DRR514245,,,PDT002042733.1,SAMD00658412,GCA_034815565.1,Pseudomonas aeruginosa
,,,PDT000366734.2,SAMN09831416,GCA_003410475.2,Pseudomonas aeruginosa
,,,PDT002249202.1,SAMN42284708,GCA_040657035.1,Pseudomonas aeruginosa
,,,PDT000915815.1,SAMN11285214,GCA_016090655.1,Pseudomonas aeruginosa
,,,PDT000795128.1,SAMN14160360,GCA_013435115.1,Pseudomonas aeruginosa
,,,PDT002346999.1,SAMEA115939986,GCA_964241375.1,Pseudomonas aeruginosa
,,,PDT000173128.1,SAMEA2357623,GCA_900147455.1,Pseudomonas aeruginosa
,,,PDT000366732.2,SAMN09831402,GCA_003410435.2,Pseudomonas aeruginosa
,,,PDT002030193.1,SAMEA114323669,GCA_963439815.1,Pseudomonas aeruginosa
,,,PDT001024392.1,SAMN17674255,GCA_018341635.1,Pseudomonas aeruginosa
SRR28015250,,,PDT002082775.1,SAMN39998265,GCA_036713655.1,Pseudomonas aeruginosa
SRR17868885,,,PDT001339984.1,SAMN25580714,GCA_023994415.1,Pseudomonas aeruginosa
,,,PDT000483718.1,SAMEA5312875,GCA_900708775.1,Pseudomonas aeruginosa
SRR14936303,,,PDT001286419.1,SAMN19855485,GCA_022987685.1,Pseudomonas aeruginosa
SRR18249741,,,PDT001683988.1,SAMN26350804,GCA_029637305.1,Pseudomonas aeruginosa
,,,PDT000762558.1,SAMN13612476,GCA_013305765.1,Pseudomonas aeruginosa
,,,PDT000173089.1,SAMEA2357584,GCA_900147115.1,Pseudomonas aeruginosa
SRR12669064,,,PDT001221957.1,SAMN16203186,GCA_023385255.1,Pseudomonas aeruginosa
SRR26920485,,,PDT001997147.1,SAMN38370763,GCA_033936965.1,Pseudomonas aeruginosa
,,,PDT002027301.1,SAMEA114324719,GCA_963453525.1,Pseudomonas aeruginosa
,,,PDT001608772.1,SAMEA112344698,GCA_949079005.1,Pseudomonas aeruginosa
ERR11406489,,,PDT001902601.1,SAMEA113412890,GCA_032030295.1,Pseudomonas aeruginosa
,,,PDT000478106.1,SAMN10743816,GCA_004350355.1,Pseudomonas aeruginosa
,,,PDT001852513.1,SAMN33777765,GCA_030738335.1,Pseudomonas aeruginosa
,,,PDT000906840.1,SAMN10436340,GCA_015764025.1,Pseudomonas aeruginosa
,,,PDT002023619.1,SAMEA114323998,GCA_963453105.1,Pseudomonas aeruginosa
ERR4014385,,,PDT001013505.1,SAMEA6657326,GCA_021662355.1,Pseudomonas aeruginosa
,,,PDT000174684.1,SAMN05774241,GCA_001910265.1,Pseudomonas aeruginosa
,,,PDT000411747.1,SAMN07424036,GCA_003837725.1,Pseudomonas aeruginosa
SRR15098208,,,PDT001087537.1,SAMN20032771,GCA_021658955.1,Pseudomonas aeruginosa
SRR8737282,,,PDT001346383.1,SAMN11110718,GCA_023935465.1,Pseudomonas aeruginosa
SRR26784186,,,PDT001984118.1,SAMN38199093,GCA_033655265.1,Pseudomonas aeruginosa
DRR398699,,,PDT001396380.1,SAMD00520815,GCA_024887935.1,Pseudomonas aeruginosa
,,,PDT002021097.1,SAMEA114324624,GCA_963433735.1,Pseudomonas aeruginosa
,,,PDT001730353.1,SAMN34441172,GCA_029988135.1,Pseudomonas aeruginosa
SRR26920729,,,PDT001997377.1,SAMN38370741,GCA_033932345.1,Pseudomonas aeruginosa
,,,PDT000903905.1,SAMN10436150,GCA_015733375.1,Pseudomonas aeruginosa
,,,PDT002299686.1,SAMN42422903,GCA_041062245.1,Pseudomonas aeruginosa
,,,PDT002098967.1,SAMN39457631,GCA_037002385.1,Pseudomonas aeruginosa
,,,PDT001093787.1,SAMN19607888,GCA_019281315.1,Pseudomonas aeruginosa
SRR11468015,,,PDT000753406.1,SAMN14523636,GCA_021699315.1,Pseudomonas aeruginosa
,,,PDT001413248.1,SAMN30618319,GCA_025105265.1,Pseudomonas aeruginosa
DRR039959,,,PDT000771286.1,SAMD00034952,GCA_021672575.1,Pseudomonas aeruginosa
SRR13214988,,,PDT001210105.1,SAMN17024879,GCA_021599145.1,Pseudomonas aeruginosa
SRR11468087,,,PDT000753478.1,SAMN14523304,GCA_021697205.1,Pseudomonas aeruginosa
SRR18249651,,,PDT001683898.1,SAMN26350759,GCA_029639245.1,Pseudomonas aeruginosa
SRR14831705,,,PDT001071582.3,SAMN19729480,GCA_021661035.3,Pseudomonas aeruginosa
,,,PDT000411573.1,SAMN07424175,GCA_003834235.1,Pseudomonas aeruginosa
,,,PDT002023021.1,SAMEA114324375,GCA_963443785.1,Pseudomonas aeruginosa
,,,PDT001958447.1,SAMN11339373,GCA_033090275.1,Pseudomonas aeruginosa
SRR17226330,,,PDT001346123.1,SAMN24018616,GCA_023920965.1,Pseudomonas aeruginosa
,,,PDT000392024.1,SAMN09478011,GCA_003631905.1,Pseudomonas aeruginosa
,,,PDT002021445.1,SAMEA114325800,GCA_963440505.1,Pseudomonas aeruginosa
,,,PDT002072275.1,SAMN38391908,GCA_036352875.1,Pseudomonas aeruginosa
SRR15098373,,,PDT001087702.1,SAMN20033023,GCA_021653015.1,Pseudomonas aeruginosa
,,,PDT000045161.1,SAMN03105740,GCA_000790765.1,Pseudomonas aeruginosa
SRR13965515,,,PDT000985268.3,SAMN18313860,GCA_021664915.3,Pseudomonas aeruginosa
SRR13215063,,,PDT001210180.1,SAMN17024851,GCA_021597765.1,Pseudomonas aeruginosa
,,,PDT000797691.1,SAMN14453431,GCA_013620045.1,Pseudomonas aeruginosa
,,,PDT001612777.1,SAMN32292840,GCA_028595445.1,Pseudomonas aeruginosa
,,,PDT000243149.1,SAMN07504841,GCA_002326345.1,Pseudomonas aeruginosa
,,,PDT000547783.1,SAMN12274566,GCA_007280435.1,Pseudomonas aeruginosa
,,,PDT001877515.1,SAMN36867581,GCA_031211085.1,Pseudomonas aeruginosa
,,,PDT000106566.1,SAMN04436488,GCA_001554745.1,Pseudomonas aeruginosa
,,,PDT000175607.1,SAMN04479284,GCA_001920965.1,Pseudomonas aeruginosa
SRR9902554,,,PDT000767811.1,SAMN12501626,GCA_021681955.1,Pseudomonas aeruginosa
,,,PDT000595522.1,SAMEA5693732,GCA_902202625.1,Pseudomonas aeruginosa
ERR8050599,,,PDT001371358.1,SAMEA12339067,GCA_024482345.1,Pseudomonas aeruginosa
SRR15405722,,,PDT001348453.1,SAMN20695883,GCA_024005135.1,Pseudomonas aeruginosa
SRR18768223,,,PDT001343931.1,SAMN27565892,GCA_023955945.1,Pseudomonas aeruginosa
,,,PDT001413274.1,SAMN30618290,GCA_025105805.1,Pseudomonas aeruginosa
,,,PDT000448249.1,SAMN10732504,GCA_004054035.1,Pseudomonas aeruginosa
DRR514313,,,PDT002042801.1,SAMD00658480,GCA_034814225.1,Pseudomonas aeruginosa
,,,PDT000904028.1,SAMN10436032,GCA_015735845.1,Pseudomonas aeruginosa
,,,PDT001894078.1,SAMN34577346,GCA_031733875.1,Pseudomonas aeruginosa
,,,PDT001395286.2,SAMN29441894,GCA_024717255.1,Pseudomonas aeruginosa
SRR9902536,,,PDT000767793.1,SAMN12501685,GCA_021682275.1,Pseudomonas aeruginosa
,,,PDT002257211.1,SAMN35344552,GCA_040714725.1,Pseudomonas aeruginosa
,,,PDT002299702.1,SAMN42422885,GCA_041062565.1,Pseudomonas aeruginosa
SRR19182990,,,PDT001677680.1,SAMN28228993,GCA_029568965.1,Pseudomonas aeruginosa
SRR22960060,,,PDT001558522.3,SAMN32545341,GCA_027614045.3,Pseudomonas aeruginosa
SRR18768638,,,PDT001344346.1,SAMN27565782,GCA_023944015.1,Pseudomonas aeruginosa
SRR26371399,,,PDT001925812.1,SAMN37798092,GCA_032600185.1,Pseudomonas aeruginosa
,,,PDT001000625.1,SAMN12350579,GCA_017742015.1,Pseudomonas aeruginosa
,,,PDT000790047.1,SAMN15489103,GCA_013421125.1,Pseudomonas aeruginosa
,,,PDT001163774.1,SAMN22048403,GCA_020640255.1,Pseudomonas aeruginosa
SRR22746932,,,PDT001527754.3,SAMN32244633,GCA_026926315.3,Pseudomonas aeruginosa
,,,PDT002023403.1,SAMEA114323848,GCA_963448355.1,Pseudomonas aeruginosa
,,,PDT001792819.1,SAMN34393036,GCA_030368235.1,Pseudomonas aeruginosa
,,,PDT000540461.1,SAMN12162671,GCA_006704355.1,Pseudomonas aeruginosa
,,,PDT002299656.1,SAMN42422931,GCA_041061165.1,Pseudomonas aeruginosa
,,,PDT002251231.1,SAMN42284706,GCA_040688105.1,Pseudomonas aeruginosa
SRR13439524,,,PDT000932678.3,SAMN17316881,GCA_028063995.3,Pseudomonas aeruginosa
,,,PDT001898087.1,SAMN34576044,GCA_031851205.1,Pseudomonas aeruginosa
SRR18249673,,,PDT001683920.1,SAMN26350739,GCA_029638785.1,Pseudomonas aeruginosa
SRR23048712,,,PDT001572923.3,SAMN32676214,GCA_028023005.3,Pseudomonas aeruginosa
,,,PDT000242588.1,SAMN06547044,GCA_002312585.1,Pseudomonas aeruginosa
,,,PDT000483660.1,SAMEA5312807,GCA_900708075.1,Pseudomonas aeruginosa
,,,PDT001898067.1,SAMN34576066,GCA_031850805.1,Pseudomonas aeruginosa
ERR4596464,,,PDT000993168.1,SAMEA5747401,GCA_021663535.1,Pseudomonas aeruginosa
,,,PDT002081914.2,SAMN32065079,GCA_036665215.1,Pseudomonas aeruginosa
,,,PDT001465211.1,SAMN31034283,GCA_025799165.1,Pseudomonas aeruginosa
,,,PDT000903908.1,SAMN10436151,GCA_015733425.1,Pseudomonas aeruginosa
,,,PDT002102434.1,SAMN39414428,GCA_037049585.1,Pseudomonas aeruginosa
DRR514365,,,PDT002042853.1,SAMD00658532,GCA_034813165.1,Pseudomonas aeruginosa
,,,PDT000174646.1,SAMN05774256,GCA_001909495.1,Pseudomonas aeruginosa
,,,PDT000923340.1,SAMN16982694,GCA_016339825.1,Pseudomonas aeruginosa
,,,PDT001894047.1,SAMN34577377,GCA_031733255.1,Pseudomonas aeruginosa
,,,PDT002159620.1,SAMN37878209,GCA_039569365.1,Pseudomonas aeruginosa
SRR23587224,,,PDT001809895.1,SAMN33415775,GCA_032163965.1,Pseudomonas aeruginosa
SRR15098461,,,PDT001087790.1,SAMN20032856,GCA_021651155.1,Pseudomonas aeruginosa
,,,PDT002021437.1,SAMEA114325785,GCA_963436225.1,Pseudomonas aeruginosa
ERR369821,,,PDT000754067.1,SAMEA2149748,GCA_021688455.1,Pseudomonas aeruginosa
ERR2322238,,,PDT001388879.1,SAMEA104602741,GCA_024999305.1,Pseudomonas aeruginosa 0C2E
,,,PDT002257194.1,SAMN35344574,GCA_040714385.1,Pseudomonas aeruginosa
,,,PDT000188395.1,SAMN05559828,GCA_002002365.1,Pseudomonas aeruginosa
SRR26499465,,,PDT001953054.2,SAMN37946739,GCA_033028525.2,Pseudomonas aeruginosa
,,,PDT002023326.1,SAMEA114323674,GCA_963427195.1,Pseudomonas aeruginosa
SRR29248901,,,PDT002184146.1,SAMN41619989,GCA_040210585.1,Pseudomonas aeruginosa
ERR1663009,,,PDT000774253.1,SAMEA4368813,GCA_021670815.1,Pseudomonas aeruginosa
,,,PDT000068164.1,SAMN03566381,GCA_001035205.1,Pseudomonas aeruginosa
SRR21053666,,,PDT001406445.1,SAMN30313560,GCA_024832105.1,Pseudomonas aeruginosa
,,,PDT000915583.1,SAMN13622232,GCA_016009675.1,Pseudomonas aeruginosa
