Run,serotype,antigen_formula,target_acc,biosample_acc,asm_acc,scientific_name
,,,PDT001771471.1,SAMN27957725,GCA_030168245.1,Acinetobacter baumannii
,,,PDT001866906.1,SAMN13481133,GCA_030929335.1,Acinetobacter baumannii
,,,PDT001771472.1,SAMN27918892,GCA_030168265.1,Acinetobacter baumannii
SRR16913126,,,PDT001173436.3,SAMN23011899,GCA_020838425.3,Acinetobacter baumannii
,,,PDT001445204.1,SAMEA10885823,GCA_918851155.1,Acinetobacter baumannii
,,,PDT002345709.1,SAMN20080655,GCA_041533325.1,Acinetobacter pittii
SRR30017589,,,PDT002275099.1,SAMN42886720,GCA_040940155.1,Acinetobacter baumannii
SRR18746995,,,PDT001510505.3,SAMN27570533,GCA_026650205.3,Acinetobacter baumannii
SRR20755211,,,PDT001377728.3,SAMN30110002,GCA_024560585.3,Acinetobacter baumannii
,,,PDT000945240.2,SAMEA7451173,GCA_904884495.1,Acinetobacter baumannii
,,,PDT002045037.1,SAMN36721203,GCA_035021935.1,Acinetobacter baumannii
SRR18748167,,,PDT001287121.3,SAMN27571716,GCA_022978075.3,Acinetobacter baumannii
SRR24635307,,,PDT001739902.2,SAMN35130674,GCA_031150265.2,Acinetobacter baumannii
SRR20755212,,,PDT001377729.3,SAMN30110001,GCA_024560565.3,Acinetobacter baumannii
,,,PDT000848020.2,SAMN16092223,GCA_014722015.1,Acinetobacter seifertii
,,,PDT000418825.1,SAMN10261541,GCA_003949635.1,Acinetobacter baumannii
,,,PDT001280228.1,SAMN26876091,GCA_022685345.2,Acinetobacter baumannii
,,,PDT001231393.1,SAMN24967539,GCA_021572515.1,Acinetobacter baumannii
SRR18825625,,,PDT001290906.3,SAMN27646552,GCA_023465015.3,Acinetobacter baumannii
,,,PDT001889007.1,SAMN37341821,GCA_031582315.1,Acinetobacter baumannii
SRR26085822,,,PDT001957079.1,SAMN37355611,GCA_033134535.1,Acinetobacter baumannii
,,,PDT002247468.1,SAMN38108012,GCA_040599475.1,Acinetobacter baumannii
,,,PDT000606000.1,SAMD00175080,GCA_008999605.1,Acinetobacter pittii
SRR24324047,,,PDT001707443.3,SAMN34403789,GCA_031135565.2,Acinetobacter baumannii
,,,PDT002113416.1,SAMN40148017,GCA_037172225.1,Acinetobacter baumannii
,,,PDT001321017.1,SAMN28095934,GCA_023605305.1,Acinetobacter baumannii
SRR19048866,,,PDT001325651.1,SAMN28045356,GCA_023783815.1,Acinetobacter baumannii
SRR7452064,,,PDT000431571.1,SAMN09517710,GCA_016510835.1,Acinetobacter baumannii
ERR1946987,,,PDT000424074.1,SAMEA25901668,GCA_016512955.1,Acinetobacter baumannii
SRR12903837,,,PDT000868623.3,SAMN16552548,GCA_016475765.3,Acinetobacter baumannii
,,,PDT000359933.1,SAMN06460849,GCA_003356815.1,Acinetobacter baumannii
SRR28015244,,,PDT002082769.1,SAMN39998253,GCA_036760165.1,Acinetobacter baumannii
SRR28906883,,,PDT002156351.1,SAMN41230973,GCA_039540955.1,Acinetobacter baumannii
SRR26086042,,,PDT001957299.1,SAMN37355583,GCA_033164955.1,Acinetobacter baumannii
SRR29963973,,,PDT002264256.1,SAMN42790854,GCA_040868225.1,Acinetobacter baumannii
,,,PDT000213713.1,SAMN07160582,GCA_002158945.1,Acinetobacter pittii
,,,PDT001355211.1,SAMN19356524,GCA_024151985.1,Acinetobacter baumannii
,,,PDT001365560.1,SAMN29249369,GCA_024357885.1,Acinetobacter baumannii
SRR15948196,,,PDT001132247.3,SAMN21493870,GCA_020040445.3,Acinetobacter baumannii
ERR10431678,,,PDT001492996.1,SAMEA111505513,GCA_026358715.1,Acinetobacter baumannii
,,,PDT001471040.1,SAMN30898332,GCA_025854255.1,Acinetobacter baumannii
,,,PDT001218583.1,SAMN19523595,GCA_021385615.1,Acinetobacter baumannii
,,,PDT000023495.1,SAMN02385043,GCA_000582095.1,Acinetobacter sp. 259052
SRR28335262,,,PDT001993155.2,SAMN38334900,GCA_033857495.2,Acinetobacter baumannii
,,,PDT001072363.1,SAMN19490625,GCA_018863335.1,Acinetobacter baumannii
SRR22455531,,,PDT001505980.1,SAMN31900561,GCA_026563875.1,Acinetobacter baumannii
,,,PDT001218632.1,SAMN19523543,GCA_021386635.1,Acinetobacter baumannii
SRR25932008,,,PDT001876277.2,SAMN37305555,GCA_031250175.2,Acinetobacter baumannii
SRR29763011,,,PDT002246004.1,SAMN42394442,GCA_040590635.1,Acinetobacter baumannii
,,,PDT001877134.1,SAMN36186402,GCA_031195715.1,Acinetobacter baumannii
SRR20700872,,,PDT001373632.3,SAMN30031206,GCA_024537335.3,Acinetobacter baumannii
,,,PDT001445216.1,SAMN31092640,GCA_025598755.1,Acinetobacter baumannii
,,,PDT000354401.1,SAMEA104305291,GCA_900495745.1,Acinetobacter nosocomialis
,,,PDT000526415.1,SAMN08471705,GCA_006366535.1,Acinetobacter baumannii
,,,PDT002247706.1,SAMN38108238,GCA_040604235.1,Acinetobacter baumannii
SRR24635320,,,PDT001739915.2,SAMN35130662,GCA_031149775.2,Acinetobacter baumannii
SRR15210538,,,PDT001094435.3,SAMN20344473,GCA_019317425.3,Acinetobacter baumannii
SRR29963981,,,PDT002264264.1,SAMN42790846,GCA_040868045.1,Acinetobacter baumannii
,,,PDT000209518.1,SAMN06892220,GCA_002143755.1,Acinetobacter baumannii
SRR11521739,,,PDT001225603.1,SAMN14571911,GCA_021506655.1,Acinetobacter baumannii
,,,PDT000092711.1,SAMN04145753,GCA_001416255.1,Acinetobacter baumannii
SRR20079742,,,PDT001371149.1,SAMN29633493,GCA_024481365.1,Acinetobacter baumannii
SRR12008602,,,PDT001093911.1,SAMN15232032,GCA_019314665.1,Acinetobacter baumannii
SRR26085858,,,PDT001957115.1,SAMN37355470,GCA_033133955.1,Acinetobacter baumannii
SRR22868731,,,PDT001544213.3,SAMN32372594,GCA_027264115.3,Acinetobacter baumannii
SRR28288182,,,PDT002107472.1,SAMN40376025,GCA_037103915.1,Acinetobacter baumannii
SRR28625603,,,PDT002136265.1,SAMN40930699,GCA_038081175.1,Acinetobacter baumannii
,,,PDT001571508.1,SAMN32543309,GCA_027593685.1,Acinetobacter baumannii
SRR3225058,,,PDT000114322.2,SAMN04550092,GCA_016523595.2,Acinetobacter baumannii
SRR17304765,,,PDT001382994.1,SAMN24293927,GCA_024616205.1,Acinetobacter baumannii
SRR11589164,,,PDT000751295.1,SAMN14669807,GCA_016486785.1,Acinetobacter baumannii
,,,PDT000626501.2,SAMN12771912,GCA_009645895.1,Acinetobacter pittii
,,,PDT001435576.1,SAMN19774077,GCA_025405795.1,Acinetobacter baumannii
SRR13748125,,,PDT000968689.3,SAMN18006769,GCA_016976275.3,Acinetobacter baumannii
,,,PDT001610192.1,SAMN32546212,GCA_028549175.1,Acinetobacter baumannii
SRR13158652,,,PDT000899435.3,SAMN16940551,GCA_016471175.3,Acinetobacter baumannii
SRR14154193,,,PDT001001275.3,SAMN18636584,GCA_017830375.3,Acinetobacter baumannii
SRR26085866,,,PDT001957123.1,SAMN37355463,GCA_033133975.1,Acinetobacter baumannii
ERR10431701,,,PDT001493019.1,SAMEA111505532,GCA_026300115.1,Acinetobacter baumannii
ERR11554383,,,PDT001898867.1,SAMEA113597781,GCA_031876495.1,Acinetobacter baumannii
,,,PDT002162035.1,SAMN40890907,GCA_039614555.1,Acinetobacter baumannii
DRR039781,,,PDT000173763.3,SAMD00034404,GCA_016514975.1,Acinetobacter baumannii
SRR23134836,,,PDT001582384.3,SAMN32801982,GCA_028059595.3,Acinetobacter baumannii
SRR20755257,,,PDT001377774.3,SAMN30109925,GCA_024559785.3,Acinetobacter baumannii
,,,PDT002059575.1,SAMEA114009953,GCA_958316825.1,Acinetobacter baumannii
SRR22868675,,,PDT001544189.3,SAMN32372401,GCA_027264575.3,Acinetobacter baumannii
,,,PDT001852441.1,SAMN35999061,GCA_030755675.1,Acinetobacter baumannii
,,,PDT001834335.1,SAMN36689527,GCA_030552155.1,Acinetobacter nosocomialis
SRR14433889,,,PDT001019341.3,SAMN19022486,GCA_018287455.3,Acinetobacter baumannii
,,,PDT001000577.1,SAMN18452712,GCA_017726555.1,Acinetobacter baumannii
SRR26085823,,,PDT001957080.1,SAMN37355610,GCA_033134515.1,Acinetobacter baumannii
,,,PDT000026527.1,SAMN02649530,GCA_000611505.1,Acinetobacter baumannii 45057_4
SRR24491659,,,PDT001728728.3,SAMN35021508,GCA_031131645.2,Acinetobacter baumannii
,,,PDT002359095.1,SAMN43323983,GCA_041723405.1,Acinetobacter baumannii
,,,PDT000647905.1,SAMN13066391,GCA_009760325.1,Acinetobacter baumannii
,,,PDT001127692.1,SAMN14753150,GCA_019920175.1,Acinetobacter baumannii
SRR22455680,,,PDT001506129.1,SAMN31900887,GCA_026561035.1,Acinetobacter baumannii
SRR25629972,,,PDT001850549.2,SAMN36948568,GCA_031100355.2,Acinetobacter baumannii
SRR20334493,,,PDT001365159.3,SAMN29854021,GCA_024367235.3,Acinetobacter baumannii
,,,PDT000605848.1,SAMD00174929,GCA_008987065.1,Acinetobacter baumannii
,,,PDT000975912.2,SAMN15538698,GCA_017098225.2,Acinetobacter baumannii
,,,PDT002230525.1,SAMN41846092,GCA_040304165.1,Acinetobacter baumannii
SRR25629973,,,PDT001850550.2,SAMN36948559,GCA_031100335.2,Acinetobacter baumannii
SRR24146728,,,PDT001688120.3,SAMN34156651,GCA_029715285.3,Acinetobacter baumannii
SRR30545087,,,PDT002363419.1,SAMN43497283,GCA_041760715.1,Acinetobacter baumannii
SRR29060016,,,PDT002167767.1,SAMN41426533,GCA_039661975.1,Acinetobacter baumannii
,,,PDT001231278.1,SAMN24967658,GCA_021570215.1,Acinetobacter baumannii
,,,PDT001278475.1,SAMN26554017,GCA_022809565.1,Acinetobacter baumannii
,,,PDT002136156.1,SAMN39465563,GCA_038020555.1,Acinetobacter nosocomialis
SRR13643285,,,PDT000950000.3,SAMN17815155,GCA_017119645.3,Acinetobacter baumannii
,,,PDT001538511.1,SAMN30491488,GCA_027084985.1,Acinetobacter baumannii
,,,PDT002168805.1,SAMN30674679,GCA_039658635.1,Acinetobacter baumannii
,,,PDT000662637.1,SAMN13622396,GCA_009829525.1,Acinetobacter baumannii
,,,PDT001974632.1,SAMN38031139,GCA_033446165.1,Acinetobacter baumannii
SRR3227013,,,PDT000114595.2,SAMN04555199,GCA_016522555.2,Acinetobacter baumannii
SRR15948206,,,PDT001132257.3,SAMN21493825,GCA_020040345.3,Acinetobacter baumannii
SRR28705090,,,PDT002139401.1,SAMN40982211,GCA_038292305.1,Acinetobacter baumannii
,,,PDT000679344.1,SAMN13943323,GCA_010178955.1,Acinetobacter baumannii
SRR17250644,,,PDT001204937.3,SAMN24145074,GCA_021223065.3,Acinetobacter baumannii
SRR13643277,,,PDT000949992.3,SAMN17815163,GCA_017118325.3,Acinetobacter baumannii
,,,PDT002045066.1,SAMN36721174,GCA_035022505.1,Acinetobacter baumannii
,,,PDT001231401.1,SAMN24967525,GCA_021572675.1,Acinetobacter baumannii
,,,PDT001603340.1,SAMN30078471,GCA_028447625.1,Acinetobacter baumannii
SRR26371346,,,PDT001925759.2,SAMN37798111,GCA_032601385.2,Acinetobacter baumannii
SRR17657421,,,PDT001226520.3,SAMN25076879,GCA_021613195.3,Acinetobacter baumannii
ERR1891563,,,PDT000444128.1,SAMEA4548037,GCA_016507755.1,Acinetobacter baumannii
SRR29881123,,,PDT002260202.1,SAMN42585695,GCA_040778225.1,Acinetobacter baumannii
,,,PDT000081404.1,SAMN03084832,GCA_000809945.3,Acinetobacter baumannii
,,,PDT000848022.2,SAMN16092221,GCA_014722535.1,Acinetobacter seifertii
SRR24326795,,,PDT001708651.3,SAMN34410778,GCA_031133905.2,Acinetobacter baumannii
SRR15263992,,,PDT001097241.3,SAMN20349477,GCA_019377815.3,Acinetobacter baumannii
,,,PDT002187409.1,SAMN41433528,GCA_040009615.1,Acinetobacter baumannii
SRR12008622,,,PDT001093931.1,SAMN15232014,GCA_019305545.1,Acinetobacter baumannii
,,,PDT000092678.1,SAMN04145723,GCA_001415595.1,Acinetobacter baumannii
SRR28217354,,,PDT002097984.1,SAMN40254138,GCA_037009325.1,Acinetobacter baumannii
SRR16359960,,,PDT001151731.3,SAMN22333913,GCA_020519305.3,Acinetobacter baumannii
SRR30772506,,,PDT002390572.1,SAMN43895930,GCA_042178045.1,Acinetobacter baumannii
,,,PDT001610193.1,SAMN32546211,GCA_028549195.1,Acinetobacter baumannii
,,,PDT002153385.1,SAMN36374885,GCA_038990075.1,Acinetobacter baumannii
,,,PDT001675056.1,SAMN32422429,GCA_029478065.1,Acinetobacter baumannii
SRR23652633,,,PDT001648423.3,SAMN33193798,GCA_028905265.3,Acinetobacter baumannii
SRR28962451,,,PDT002158125.1,SAMN41260714,GCA_039567855.1,Acinetobacter baumannii
SRR16820317,,,PDT001170250.3,SAMN22933798,GCA_020781235.3,Acinetobacter baumannii
,,,PDT000298126.1,SAMN08619604,GCA_003007335.1,Acinetobacter baumannii
,,,PDT000418771.1,SAMN10261586,GCA_003948495.1,Acinetobacter baumannii
SRR30401616,,,PDT002341392.1,SAMN43368406,GCA_041508035.1,Acinetobacter baumannii
SRR30505047,,,PDT002349323.1,SAMN43452660,GCA_041715945.1,Acinetobacter baumannii
SRR11248261,,,PDT000865908.1,SAMN14308907,GCA_016478605.1,Acinetobacter baumannii
SRR26304771,,,PDT001923486.2,SAMN37709326,GCA_032634445.2,Acinetobacter baumannii
,,,PDT000156205.1,SAMN04745401,GCA_001864015.1,Acinetobacter baumannii
,,,PDT001792518.1,SAMN34037504,GCA_030365135.1,Acinetobacter baumannii
SRR22455549,,,PDT001505998.1,SAMN31900744,GCA_026563535.1,Acinetobacter baumannii
,,,PDT001961278.1,SAMN37937868,GCA_033100415.1,Acinetobacter baumannii
,,,PDT002247357.1,SAMN38108092,GCA_040597865.1,Acinetobacter baumannii
,,,PDT002154383.1,SAMN41042632,GCA_039052255.1,Acinetobacter baumannii
SRR21508870,,,PDT001413464.3,SAMN30759457,GCA_025139145.3,Acinetobacter baumannii
SRR23232353,,,PDT001591648.2,SAMN32818023,GCA_028175185.2,Acinetobacter baumannii
,,,PDT001310043.1,SAMN24114679,GCA_023361095.1,Acinetobacter baumannii
SRR20755210,,,PDT001377727.3,SAMN30110003,GCA_024560605.3,Acinetobacter baumannii
SRR29067392,,,PDT002168322.1,SAMN41436443,GCA_039664215.1,Acinetobacter baumannii
,,,PDT000235655.1,SAMN07311763,GCA_002261535.1,Acinetobacter baumannii
SRR24326808,,,PDT001708664.3,SAMN34410772,GCA_031133685.2,Acinetobacter baumannii
,,,PDT002141994.1,SAMN39670916,GCA_038377485.1,Acinetobacter baumannii
SRR25035481,,,PDT001791309.2,SAMN35996127,GCA_031114495.2,Acinetobacter baumannii
,,,PDT000209036.1,SAMN06837782,GCA_002137075.1,Acinetobacter nosocomialis
SRR28797667,,,PDT002146053.1,SAMN41075499,GCA_038474635.1,Acinetobacter baumannii
SRR23106374,,,PDT001940671.1,SAMN32778072,GCA_032741315.1,Acinetobacter baumannii
,,,PDT001952728.1,SAMN26898587,GCA_032940335.1,Acinetobacter baumannii
SRR18214928,,,PDT001257981.3,SAMN26420018,GCA_022475155.3,Acinetobacter baumannii
